"analysisId","analysisDescription","outcomeId","outcomeName","comparatorId","comparatorName","targetId","targetName","rr","ci95lb","ci95ub","p","target","comparator","targetDays","comparatorDays","eventsTarget","eventsComparator","logRr","seLogRr"
1,"PS 5 strata",16741,"[COVID ID164 V1] Death",16762,"[Epi 786] C4_montelukast",16761,"[Epi 786] T2_H1 blockers",1.28236328629165,0.836859858047651,1.94704341191949,0.248279539876995,316,639,3279,6915,43,66,0.248704692997943,0.215414845827215
1,"PS 5 strata",433736,"Obesity",16762,"[Epi 786] C4_montelukast",16761,"[Epi 786] T2_H1 blockers",0.571598999945889,0.0264944916739265,4.560392055954,0.670201275152685,316,639,3276,6852,1,4,-0.559317582497778,1.31334735397674
1,"PS 5 strata",80502,"Osteoporosis",16762,"[Epi 786] C4_montelukast",16761,"[Epi 786] T2_H1 blockers",0.260584632371953,NA,18.6728076221679,NA,316,639,3279,6916,0,1,-1.3448275862069,NA
1,"PS 5 strata",4166231,"Genetic predisposition",16738,"[Epi 786] C2_ hydroxychloroquine",16733,"[Epi 786] T1_Famotidine",0.34486202607127,NA,92.5189043097334,NA,1186,5047,9949,40158,0,1,-1.06461086637298,NA
1,"PS 5 strata",4166231,"Genetic predisposition",16739,"[Epi 786] C3_PPI",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1527,1855,12337,16757,0,0,NA,NA
1,"PS 5 strata",16743,"[Epi 786] O_hosp requiring intensive services with C19 or died",16762,"[Epi 786] C4_montelukast",16761,"[Epi 786] T2_H1 blockers",1.13386445808081,0.815197175326572,1.56506836241164,0.450235406139283,316,639,2710,5792,67,124,0.125631672659891,0.166394579778362
1,"PS 5 strata",4295261,"Postmenopausal state",16739,"[Epi 786] C3_PPI",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1527,1855,12337,16757,0,0,NA,NA
1,"PS 5 strata",16743,"[Epi 786] O_hosp requiring intensive services with C19 or died",16738,"[Epi 786] C2_ hydroxychloroquine",16733,"[Epi 786] T1_Famotidine",1.04811019015395,0.897103498787787,1.21998937290663,0.54907717501296,1186,5047,8466,32788,238,1077,0.0469887236483574,0.0784264891384214
1,"PS 5 strata",78524,"Acquired deformity of finger",16739,"[Epi 786] C3_PPI",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1527,1855,12337,16757,0,0,NA,NA
1,"PS 5 strata",80502,"Osteoporosis",16739,"[Epi 786] C3_PPI",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1527,1855,12336,16757,1,0,NA,NA
1,"PS 5 strata",435243,"Alcohol dependence",16736,"[Epi 786] C1_ No_Famotidine",16733,"[Epi 786] T1_Famotidine",0.3477188106972,NA,22.0945866400223,NA,1623,24404,13262,199753,0,3,-1.05636114106586,NA
1,"PS 5 strata",16743,"[Epi 786] O_hosp requiring intensive services with C19 or died",16736,"[Epi 786] C1_ No_Famotidine",16733,"[Epi 786] T1_Famotidine",1.02913965364935,0.917817716448164,1.14971015631974,0.617201469311,1623,24404,11225,166926,326,5534,0.0287231654752953,0.0574669607302409
1,"PS 5 strata",432867,"Hyperlipidemia",16739,"[Epi 786] C3_PPI",16733,"[Epi 786] T1_Famotidine",1.61842645822261,0.367333750777517,8.38132830377469,0.546213188106556,1527,1855,12290,16739,5,3,0.481454355120495,0.797843959615029
1,"PS 5 strata",140673,"Hypothyroidism",16762,"[Epi 786] C4_montelukast",16761,"[Epi 786] T2_H1 blockers",NA,NA,NA,NA,316,639,3278,6917,1,0,NA,NA
1,"PS 5 strata",433736,"Obesity",16738,"[Epi 786] C2_ hydroxychloroquine",16733,"[Epi 786] T1_Famotidine",2.94740859541027,0.620618508347772,12.4644250281642,0.157825328712363,1186,5047,9927,40126,4,7,1.08092634206144,0.765299086302713
1,"PS 5 strata",79917,"Acquired deformity of toe",16736,"[Epi 786] C1_ No_Famotidine",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1623,24404,13262,199772,0,0,NA,NA
1,"PS 5 strata",140673,"Hypothyroidism",16739,"[Epi 786] C3_PPI",16733,"[Epi 786] T1_Famotidine",3.30252688906493,0.3067666248411,72.5437382257953,0.391561122987472,1527,1855,12306,16746,2,1,1.19468789941448,1.39437706740853
1,"PS 5 strata",78524,"Acquired deformity of finger",16736,"[Epi 786] C1_ No_Famotidine",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1623,24404,13262,199772,0,0,NA,NA
1,"PS 5 strata",78524,"Acquired deformity of finger",16738,"[Epi 786] C2_ hydroxychloroquine",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1186,5047,9949,40158,0,0,NA,NA
1,"PS 5 strata",438120,"Opioid dependence",16739,"[Epi 786] C3_PPI",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1527,1855,12337,16757,0,0,NA,NA
1,"PS 5 strata",140673,"Hypothyroidism",16738,"[Epi 786] C2_ hydroxychloroquine",16733,"[Epi 786] T1_Famotidine",702704421945341,NA,NA,NA,1186,5047,9918,40158,2,0,34.1859574668995,NA
1,"PS 5 strata",435243,"Alcohol dependence",16738,"[Epi 786] C2_ hydroxychloroquine",16733,"[Epi 786] T1_Famotidine",0.260584632371953,NA,18.6728076221679,NA,1186,5047,9949,40158,0,1,-1.3448275862069,NA
1,"PS 5 strata",79917,"Acquired deformity of toe",16738,"[Epi 786] C2_ hydroxychloroquine",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1186,5047,9949,40158,0,0,NA,NA
1,"PS 5 strata",435243,"Alcohol dependence",16762,"[Epi 786] C4_montelukast",16761,"[Epi 786] T2_H1 blockers",NA,NA,NA,NA,316,639,3279,6917,0,0,NA,NA
1,"PS 5 strata",78524,"Acquired deformity of finger",16762,"[Epi 786] C4_montelukast",16761,"[Epi 786] T2_H1 blockers",NA,NA,NA,NA,316,639,3279,6917,0,0,NA,NA
1,"PS 5 strata",4295261,"Postmenopausal state",16762,"[Epi 786] C4_montelukast",16761,"[Epi 786] T2_H1 blockers",NA,NA,NA,NA,316,639,3279,6917,0,0,NA,NA
1,"PS 5 strata",432867,"Hyperlipidemia",16738,"[Epi 786] C2_ hydroxychloroquine",16733,"[Epi 786] T1_Famotidine",2.37154039923111,0.527328915794043,9.73230205461651,0.245606221102748,1186,5047,9905,40129,4,6,0.863539701497636,0.743733374996331
1,"PS 5 strata",4213540,"Cervical somatic dysfunction",16739,"[Epi 786] C3_PPI",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1527,1855,12337,16757,0,0,NA,NA
1,"PS 5 strata",4080762,"Psychoactive substance dependence",16736,"[Epi 786] C1_ No_Famotidine",16733,"[Epi 786] T1_Famotidine",0.338122514756976,NA,10.5007363881816,NA,1623,24404,13262,199741,0,5,-1.08434697948019,NA
1,"PS 5 strata",4080762,"Psychoactive substance dependence",16762,"[Epi 786] C4_montelukast",16761,"[Epi 786] T2_H1 blockers",NA,NA,NA,NA,316,639,3279,6917,0,0,NA,NA
1,"PS 5 strata",4209423,"Nicotine dependence",16736,"[Epi 786] C1_ No_Famotidine",16733,"[Epi 786] T1_Famotidine",0.342940720507032,NA,3.2709131410663,NA,1623,24404,13262,199735,0,13,-1.07019767326253,NA
1,"PS 5 strata",438120,"Opioid dependence",16762,"[Epi 786] C4_montelukast",16761,"[Epi 786] T2_H1 blockers",NA,NA,NA,NA,316,639,3277,6917,1,0,NA,NA
1,"PS 5 strata",79917,"Acquired deformity of toe",16762,"[Epi 786] C4_montelukast",16761,"[Epi 786] T2_H1 blockers",NA,NA,NA,NA,316,639,3279,6917,0,0,NA,NA
1,"PS 5 strata",4213540,"Cervical somatic dysfunction",16762,"[Epi 786] C4_montelukast",16761,"[Epi 786] T2_H1 blockers",NA,NA,NA,NA,316,639,3279,6917,0,0,NA,NA
1,"PS 5 strata",433736,"Obesity",16736,"[Epi 786] C1_ No_Famotidine",16733,"[Epi 786] T1_Famotidine",1.45579407110293,0.431925876774912,3.68732185596129,0.492396957887568,1623,24404,13240,199584,4,38,0.375551505089611,0.54705130149465
1,"PS 5 strata",4295261,"Postmenopausal state",16736,"[Epi 786] C1_ No_Famotidine",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1623,24404,13262,199772,0,0,NA,NA
1,"PS 5 strata",432867,"Hyperlipidemia",16762,"[Epi 786] C4_montelukast",16761,"[Epi 786] T2_H1 blockers",NA,NA,NA,NA,316,639,3279,6917,0,0,NA,NA
1,"PS 5 strata",4166231,"Genetic predisposition",16762,"[Epi 786] C4_montelukast",16761,"[Epi 786] T2_H1 blockers",NA,NA,NA,NA,316,639,3279,6917,0,0,NA,NA
1,"PS 5 strata",4209423,"Nicotine dependence",16762,"[Epi 786] C4_montelukast",16761,"[Epi 786] T2_H1 blockers",NA,NA,NA,NA,316,639,3279,6917,0,0,NA,NA
1,"PS 5 strata",4213540,"Cervical somatic dysfunction",16736,"[Epi 786] C1_ No_Famotidine",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1623,24404,13262,199772,0,0,NA,NA
1,"PS 5 strata",4295261,"Postmenopausal state",16738,"[Epi 786] C2_ hydroxychloroquine",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1186,5047,9949,40158,0,0,NA,NA
1,"PS 5 strata",438120,"Opioid dependence",16736,"[Epi 786] C1_ No_Famotidine",16733,"[Epi 786] T1_Famotidine",0.340589579052584,NA,21.8452360105098,NA,1623,24404,13262,199768,0,2,-1.07707710707427,NA
1,"PS 5 strata",4209423,"Nicotine dependence",16739,"[Epi 786] C3_PPI",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1527,1855,12337,16757,0,0,NA,NA
1,"PS 5 strata",4080762,"Psychoactive substance dependence",16738,"[Epi 786] C2_ hydroxychloroquine",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1186,5047,9949,40158,0,0,NA,NA
1,"PS 5 strata",435243,"Alcohol dependence",16739,"[Epi 786] C3_PPI",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1527,1855,12337,16757,0,0,NA,NA
1,"PS 5 strata",80502,"Osteoporosis",16738,"[Epi 786] C2_ hydroxychloroquine",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1186,5047,9948,40158,1,0,NA,NA
1,"PS 5 strata",4166231,"Genetic predisposition",16736,"[Epi 786] C1_ No_Famotidine",16733,"[Epi 786] T1_Famotidine",0.347005366866875,NA,102.09890832412,NA,1623,24404,13262,199772,0,1,-1.05841503267974,NA
1,"PS 5 strata",4213540,"Cervical somatic dysfunction",16738,"[Epi 786] C2_ hydroxychloroquine",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1186,5047,9949,40158,0,0,NA,NA
1,"PS 5 strata",4209423,"Nicotine dependence",16738,"[Epi 786] C2_ hydroxychloroquine",16733,"[Epi 786] T1_Famotidine",0.308673334695049,NA,8.61526758367063,NA,1186,5047,9949,40150,0,3,-1.17547173055366,NA
2,"PS 1:1 match",16743,"[Epi 786] O_hosp requiring intensive services with C19 or died",16739,"[Epi 786] C3_PPI",16733,"[Epi 786] T1_Famotidine",1.09454886087477,0.913068466995924,1.31288391352304,0.329500297920807,1127,1127,8241,8142,246,221,0.0903422791723496,0.0926472606343541
2,"PS 1:1 match",435243,"Alcohol dependence",16738,"[Epi 786] C2_ hydroxychloroquine",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,992,992,8353,7871,0,0,NA,NA
2,"PS 1:1 match",16741,"[COVID ID164 V1] Death",16738,"[Epi 786] C2_ hydroxychloroquine",16733,"[Epi 786] T1_Famotidine",0.977090668422865,0.774291023675767,1.23369202219819,0.845371246090985,992,992,8353,7869,147,138,-0.0231758283559569,0.118833508591146
2,"PS 1:1 match",140673,"Hypothyroidism",16762,"[Epi 786] C4_montelukast",16761,"[Epi 786] T2_H1 blockers",NA,NA,NA,NA,273,273,2854,2799,1,0,NA,NA
2,"PS 1:1 match",16743,"[Epi 786] O_hosp requiring intensive services with C19 or died",16738,"[Epi 786] C2_ hydroxychloroquine",16733,"[Epi 786] T1_Famotidine",1.12406872824428,0.92637974516644,1.36518425996375,0.237080964629289,992,992,6959,6636,221,191,0.116954895726958,0.0989202985356007
2,"PS 1:1 match",79917,"Acquired deformity of toe",16739,"[Epi 786] C3_PPI",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1127,1127,9787,9531,0,0,NA,NA
2,"PS 1:1 match",79917,"Acquired deformity of toe",16738,"[Epi 786] C2_ hydroxychloroquine",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,992,992,8353,7871,0,0,NA,NA
2,"PS 1:1 match",432867,"Hyperlipidemia",16736,"[Epi 786] C1_ No_Famotidine",16733,"[Epi 786] T1_Famotidine",1.07762524458438,0.29953522375038,3.87696489011465,0.908882623048826,1619,1619,13122,14063,5,5,0.0747597725140635,0.653220131270334
2,"PS 1:1 match",78524,"Acquired deformity of finger",16739,"[Epi 786] C3_PPI",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1127,1127,9787,9531,0,0,NA,NA
2,"PS 1:1 match",16743,"[Epi 786] O_hosp requiring intensive services with C19 or died",16762,"[Epi 786] C4_montelukast",16761,"[Epi 786] T2_H1 blockers",1.35337919227939,0.916415825329845,2.01265370015414,0.131624332293044,273,273,2393,2484,58,44,0.302604570292145,0.200702453177564
2,"PS 1:1 match",78524,"Acquired deformity of finger",16762,"[Epi 786] C4_montelukast",16761,"[Epi 786] T2_H1 blockers",NA,NA,NA,NA,273,273,2855,2799,0,0,NA,NA
2,"PS 1:1 match",435243,"Alcohol dependence",16739,"[Epi 786] C3_PPI",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1127,1127,9787,9531,0,0,NA,NA
2,"PS 1:1 match",78524,"Acquired deformity of finger",16738,"[Epi 786] C2_ hydroxychloroquine",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,992,992,8353,7871,0,0,NA,NA
2,"PS 1:1 match",16741,"[COVID ID164 V1] Death",16762,"[Epi 786] C4_montelukast",16761,"[Epi 786] T2_H1 blockers",1.46115207291713,0.901539033826831,2.40582782710545,0.129903173653904,273,273,2855,2797,40,27,0.379225215590726,0.250398987290008
2,"PS 1:1 match",140673,"Hypothyroidism",16738,"[Epi 786] C2_ hydroxychloroquine",16733,"[Epi 786] T1_Famotidine",407874025133461,1.71405221137504e-09,NA,NA,992,992,8322,7871,2,0,33.6419794807281,NA
2,"PS 1:1 match",80502,"Osteoporosis",16762,"[Epi 786] C4_montelukast",16761,"[Epi 786] T2_H1 blockers",NA,NA,NA,NA,273,273,2855,2799,0,0,NA,NA
2,"PS 1:1 match",80502,"Osteoporosis",16738,"[Epi 786] C2_ hydroxychloroquine",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,992,992,8352,7871,1,0,NA,NA
2,"PS 1:1 match",433736,"Obesity",16739,"[Epi 786] C3_PPI",16733,"[Epi 786] T1_Famotidine",1.48172670823279,0.245349376500035,11.2578228967352,0.687060724136188,1127,1127,9773,9521,3,2,0.39320810246848,0.976072862432512
2,"PS 1:1 match",16741,"[COVID ID164 V1] Death",16736,"[Epi 786] C1_ No_Famotidine",16733,"[Epi 786] T1_Famotidine",1.03184798044544,0.855510395624721,1.24410650449318,0.74277567326592,1619,1619,13169,14088,214,226,0.0313513504388898,0.095531000149723
2,"PS 1:1 match",433736,"Obesity",16762,"[Epi 786] C4_montelukast",16761,"[Epi 786] T2_H1 blockers",0.985400676249826,0.0390064505619983,24.893690114415,0.992878138473549,273,273,2852,2776,1,1,-0.0147069426031517,1.6476431864938
2,"PS 1:1 match",4166231,"Genetic predisposition",16736,"[Epi 786] C1_ No_Famotidine",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1619,1619,13169,14090,0,0,NA,NA
2,"PS 1:1 match",4166231,"Genetic predisposition",16762,"[Epi 786] C4_montelukast",16761,"[Epi 786] T2_H1 blockers",NA,NA,NA,NA,273,273,2855,2799,0,0,NA,NA
2,"PS 1:1 match",4166231,"Genetic predisposition",16738,"[Epi 786] C2_ hydroxychloroquine",16733,"[Epi 786] T1_Famotidine",0.135335283236613,NA,6.4744096443365,NA,992,992,8353,7871,0,1,-2,NA
2,"PS 1:1 match",78524,"Acquired deformity of finger",16736,"[Epi 786] C1_ No_Famotidine",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1619,1619,13169,14090,0,0,NA,NA
2,"PS 1:1 match",438120,"Opioid dependence",16739,"[Epi 786] C3_PPI",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1127,1127,9787,9531,0,0,NA,NA
2,"PS 1:1 match",4209423,"Nicotine dependence",16738,"[Epi 786] C2_ hydroxychloroquine",16733,"[Epi 786] T1_Famotidine",0.135335283236613,NA,6.30158862405654,NA,992,992,8353,7863,0,1,-2,NA
2,"PS 1:1 match",4166231,"Genetic predisposition",16739,"[Epi 786] C3_PPI",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1127,1127,9787,9531,0,0,NA,NA
2,"PS 1:1 match",79917,"Acquired deformity of toe",16736,"[Epi 786] C1_ No_Famotidine",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1619,1619,13169,14090,0,0,NA,NA
2,"PS 1:1 match",4209423,"Nicotine dependence",16736,"[Epi 786] C1_ No_Famotidine",16733,"[Epi 786] T1_Famotidine",0.151279280015849,NA,2.21909486151474,NA,1619,1619,13169,14082,0,2,-1.88862761392506,NA
2,"PS 1:1 match",438120,"Opioid dependence",16762,"[Epi 786] C4_montelukast",16761,"[Epi 786] T2_H1 blockers",NA,NA,NA,NA,273,273,2855,2799,0,0,NA,NA
2,"PS 1:1 match",16743,"[Epi 786] O_hosp requiring intensive services with C19 or died",16736,"[Epi 786] C1_ No_Famotidine",16733,"[Epi 786] T1_Famotidine",0.998930212255484,0.85768518325574,1.1632291827047,0.989014085297921,1619,1619,11159,11931,325,340,-0.00107036037585781,0.0777356329730616
2,"PS 1:1 match",16741,"[COVID ID164 V1] Death",16739,"[Epi 786] C3_PPI",16733,"[Epi 786] T1_Famotidine",1.0219856459443,0.821975253035509,1.27132825743356,0.845020449981407,1127,1127,9787,9526,168,157,0.0217474466185911,0.111253885157502
2,"PS 1:1 match",432867,"Hyperlipidemia",16739,"[Epi 786] C3_PPI",16733,"[Epi 786] T1_Famotidine",1.96963387972404,0.384150892242998,14.2126048487297,0.461810060483856,1127,1127,9743,9513,4,2,0.677847677622225,0.92115189865214
2,"PS 1:1 match",4080762,"Psychoactive substance dependence",16762,"[Epi 786] C4_montelukast",16761,"[Epi 786] T2_H1 blockers",NA,NA,NA,NA,273,273,2855,2799,0,0,NA,NA
2,"PS 1:1 match",4209423,"Nicotine dependence",16762,"[Epi 786] C4_montelukast",16761,"[Epi 786] T2_H1 blockers",NA,NA,NA,NA,273,273,2855,2799,0,0,NA,NA
2,"PS 1:1 match",438120,"Opioid dependence",16738,"[Epi 786] C2_ hydroxychloroquine",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,992,992,8353,7871,0,0,NA,NA
2,"PS 1:1 match",80502,"Osteoporosis",16736,"[Epi 786] C1_ No_Famotidine",16733,"[Epi 786] T1_Famotidine",1.10693958131907,0.0438010610678728,27.9745560225611,0.950836689143819,1619,1619,13168,14081,1,1,0.101599073482798,1.64783451918377
2,"PS 1:1 match",4213540,"Cervical somatic dysfunction",16739,"[Epi 786] C3_PPI",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1127,1127,9787,9531,0,0,NA,NA
2,"PS 1:1 match",432867,"Hyperlipidemia",16738,"[Epi 786] C2_ hydroxychloroquine",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,992,992,8335,7871,2,0,NA,NA
2,"PS 1:1 match",438120,"Opioid dependence",16736,"[Epi 786] C1_ No_Famotidine",16733,"[Epi 786] T1_Famotidine",0.141510250449782,NA,7.06395821986848,NA,1619,1619,13169,14088,0,1,-1.95538312318138,NA
2,"PS 1:1 match",432867,"Hyperlipidemia",16762,"[Epi 786] C4_montelukast",16761,"[Epi 786] T2_H1 blockers",NA,NA,NA,NA,273,273,2855,2799,0,0,NA,NA
2,"PS 1:1 match",140673,"Hypothyroidism",16739,"[Epi 786] C3_PPI",16733,"[Epi 786] T1_Famotidine",1.977986169806,0.189141539582812,42.5891766936568,0.621596591189877,1127,1127,9756,9520,2,1,0.682079241166975,1.38187738474142
2,"PS 1:1 match",79917,"Acquired deformity of toe",16762,"[Epi 786] C4_montelukast",16761,"[Epi 786] T2_H1 blockers",NA,NA,NA,NA,273,273,2855,2799,0,0,NA,NA
2,"PS 1:1 match",140673,"Hypothyroidism",16736,"[Epi 786] C1_ No_Famotidine",16733,"[Epi 786] T1_Famotidine",2.13363115546466,0.20428401885431,45.9106146333604,0.583281976319823,1619,1619,13138,14090,2,1,0.757825296077829,1.3813877175307
2,"PS 1:1 match",4080762,"Psychoactive substance dependence",16739,"[Epi 786] C3_PPI",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1127,1127,9787,9531,0,0,NA,NA
2,"PS 1:1 match",4213540,"Cervical somatic dysfunction",16736,"[Epi 786] C1_ No_Famotidine",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1619,1619,13169,14090,0,0,NA,NA
2,"PS 1:1 match",4209423,"Nicotine dependence",16739,"[Epi 786] C3_PPI",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1127,1127,9787,9531,0,0,NA,NA
2,"PS 1:1 match",4213540,"Cervical somatic dysfunction",16738,"[Epi 786] C2_ hydroxychloroquine",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,992,992,8353,7871,0,0,NA,NA
2,"PS 1:1 match",4080762,"Psychoactive substance dependence",16736,"[Epi 786] C1_ No_Famotidine",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1619,1619,13169,14090,0,0,NA,NA
2,"PS 1:1 match",433736,"Obesity",16736,"[Epi 786] C1_ No_Famotidine",16733,"[Epi 786] T1_Famotidine",1.09027555994291,0.257562571564659,4.61528850850431,0.906542963191335,1619,1619,13147,14065,4,4,0.0864304715777445,0.736204082365616
2,"PS 1:1 match",4295261,"Postmenopausal state",16739,"[Epi 786] C3_PPI",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1127,1127,9787,9531,0,0,NA,NA
2,"PS 1:1 match",4295261,"Postmenopausal state",16736,"[Epi 786] C1_ No_Famotidine",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1619,1619,13169,14090,0,0,NA,NA
2,"PS 1:1 match",4295261,"Postmenopausal state",16762,"[Epi 786] C4_montelukast",16761,"[Epi 786] T2_H1 blockers",NA,NA,NA,NA,273,273,2855,2799,0,0,NA,NA
2,"PS 1:1 match",4295261,"Postmenopausal state",16738,"[Epi 786] C2_ hydroxychloroquine",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,992,992,8353,7871,0,0,NA,NA
2,"PS 1:1 match",4080762,"Psychoactive substance dependence",16738,"[Epi 786] C2_ hydroxychloroquine",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,992,992,8353,7871,0,0,NA,NA
2,"PS 1:1 match",433736,"Obesity",16738,"[Epi 786] C2_ hydroxychloroquine",16733,"[Epi 786] T1_Famotidine",2.94302397579619,0.376879626707564,59.473364682892,0.403152411325103,992,992,8339,7863,3,1,1.07943761593789,1.29118647968331
2,"PS 1:1 match",435243,"Alcohol dependence",16736,"[Epi 786] C1_ No_Famotidine",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1619,1619,13169,14090,0,0,NA,NA
2,"PS 1:1 match",435243,"Alcohol dependence",16762,"[Epi 786] C4_montelukast",16761,"[Epi 786] T2_H1 blockers",NA,NA,NA,NA,273,273,2855,2799,0,0,NA,NA
2,"PS 1:1 match",80502,"Osteoporosis",16739,"[Epi 786] C3_PPI",16733,"[Epi 786] T1_Famotidine",NA,NA,NA,NA,1127,1127,9786,9531,1,0,NA,NA
2,"PS 1:1 match",4213540,"Cervical somatic dysfunction",16762,"[Epi 786] C4_montelukast",16761,"[Epi 786] T2_H1 blockers",NA,NA,NA,NA,273,273,2855,2799,0,0,NA,NA
3,"Crude-unadjusted",433736,"Obesity",16736,"[Epi 786] C1_ No_Famotidine",16733,"[Epi 786] T1_Famotidine",1.52672461974704,0.457484361111753,3.80074963360135,0.433393584753567,1623,24404,13240,199584,4,38,0.423124669270497,0.540114745523524
3,"Crude-unadjusted",432867,"Hyperlipidemia",16736,"[Epi 786] C1_ No_Famotidine",16733,"[Epi 786] T1_Famotidine",1.34018360047665,0.467051104465833,3.03439650912667,0.539644543432303,1623,24404,13215,199433,5,55,0.292806619858162,0.47738865908148
